Id,SalePrice
1.0,206633.0
2.0,175593.27
3.0,221365.85
4.0,154642.0
5.0,264099.0
6.0,144898.0
7.0,305037.82
8.0,218465.0
9.0,145971.3
10.0,121471.37
11.0,128533.59
12.0,359174.25
13.0,136887.5
14.0,257909.36
15.0,155815.0
16.0,134596.0
17.0,146454.0
18.0,96847.07
19.0,157380.0
20.0,137599.0
21.0,316579.3
22.0,141549.35
23.0,227226.2
24.0,132867.87
25.0,149191.25
26.0,253026.8
27.0,133801.25
28.0,300083.86
29.0,193325.0
30.0,68834.61
31.0,59312.76
32.0,148400.09
33.0,189277.95
34.0,166536.64
35.0,287906.83
36.0,305257.2
37.0,147728.0
38.0,151197.37
39.0,117779.25
40.0,86127.09
41.0,157797.5
42.0,165096.87
43.0,143021.7
44.0,128967.58
45.0,140157.0
46.0,311630.61
47.0,250881.54
48.0,249123.91
49.0,112191.74
50.0,127814.5
51.0,176261.71
52.0,115561.33
53.0,111959.83
54.0,383856.53
55.0,130823.19
56.0,175878.75
57.0,184535.0
58.0,197220.5
59.0,431091.86
60.0,125200.5
61.0,159633.91
62.0,102618.0
63.0,206362.61
64.0,144755.95
65.0,225416.27
66.0,310266.66
67.0,223243.24
68.0,217576.91
69.0,84929.0
70.0,232013.7
71.0,264700.86
72.0,125955.0
73.0,185082.15
74.0,145076.5
75.0,114416.0
76.0,93833.0
77.0,128644.58
78.0,124778.5
79.0,133838.55
80.0,110997.0
81.0,192467.59
82.0,160331.66
83.0,244298.06
84.0,127570.3
85.0,170102.0
86.0,263587.77
87.0,176967.01
88.0,155686.56
89.0,94710.92
90.0,125058.5
91.0,105173.5
92.0,107536.09
93.0,149456.0
94.0,153152.0
95.0,206684.72
96.0,179366.0
97.0,218718.0
98.0,105368.84
99.0,85498.72
100.0,127164.93
101.0,204127.0
102.0,178529.9
103.0,121261.53
104.0,206320.14
105.0,168586.9
106.0,258544.88
107.0,100368.21
108.0,109560.0
109.0,118258.0
110.0,195953.5
111.0,145216.5
112.0,174746.75
113.0,341617.78
114.0,204842.9
115.0,225696.24
116.0,174286.75
117.0,139127.0
118.0,152762.25
119.0,308135.91
120.0,167886.1
121.0,166050.0
122.0,97218.47
123.0,137322.0
124.0,159794.91
125.0,181277.0
126.0,92160.5
127.0,128492.5
128.0,91359.0
129.0,150513.33
130.0,148434.5
131.0,226418.5
132.0,229721.5
133.0,149336.82
134.0,217347.5
135.0,177088.5
136.0,168963.0
137.0,148675.5
138.0,193596.82
139.0,236155.0
140.0,220724.0
141.0,111129.5
142.0,255700.89
143.0,151882.14
144.0,208160.0
145.0,137403.05
146.0,141889.45
147.0,105122.5
148.0,223874.0
149.0,146060.2
150.0,112514.0
151.0,129762.1
152.0,348821.41
153.0,190103.0
154.0,202770.0
155.0,122570.0
156.0,83563.93
157.0,109135.93
158.0,271838.11
159.0,246523.77
160.0,306564.75
161.0,163009.69
162.0,402194.88
163.0,225510.06
164.0,101241.0
165.0,148174.0
166.0,123355.5
167.0,180705.0
168.0,334404.82
169.0,190915.01
170.0,237414.25
171.0,131974.35
172.0,200664.5
173.0,230445.3
174.0,158721.5
175.0,188391.78
176.0,228822.64
177.0,207950.4
178.0,170188.5
179.0,460581.14
180.0,105197.8
181.0,174999.9
182.0,188575.87
183.0,119610.59
184.0,215936.03
185.0,124031.37
186.0,435506.26
187.0,176564.95
188.0,132286.62
189.0,153472.85
190.0,281380.61
191.0,300110.77
192.0,179899.5
193.0,193244.54
194.0,134397.95
195.0,124543.0
196.0,150838.0
197.0,291956.26
198.0,277252.77
199.0,117477.04
200.0,281295.15
201.0,143050.89
202.0,168378.59
203.0,115671.0
204.0,146888.0
205.0,113030.0
206.0,185306.8
207.0,145382.5
208.0,139888.33
209.0,267743.58
210.0,147842.0
211.0,98163.87
212.0,183406.86
213.0,240366.42
214.0,152274.5
215.0,158590.75
216.0,139284.25
217.0,204136.2
218.0,105067.25
219.0,274276.65
220.0,170872.88
221.0,212150.85
222.0,199922.0
223.0,177255.5
224.0,107530.5
225.0,389464.78
226.0,113556.54
227.0,284392.2
228.0,102645.0
229.0,124325.1
230.0,196723.27
231.0,146046.5
232.0,368305.22
233.0,95571.5
234.0,126742.41
235.0,209877.5
236.0,91356.11
237.0,188340.05
238.0,201477.5
239.0,293845.34
240.0,122635.5
241.0,266370.01
242.0,106897.43
243.0,91923.75
244.0,122316.25
245.0,217672.42
246.0,239869.27
247.0,141551.04
248.0,144453.75
249.0,185850.0
250.0,251882.2
251.0,83891.54
252.0,258221.42
253.0,176567.05
254.0,158610.3
255.0,145533.5
256.0,234066.2
257.0,201805.75
258.0,228152.7
259.0,225179.3
260.0,97911.32
261.0,174867.0
262.0,303177.4
263.0,149226.5
264.0,130380.46
265.0,83870.71
266.0,176393.5
267.0,185109.5
268.0,169288.9
269.0,116004.0
270.0,147129.0
271.0,262316.4
272.0,213032.3
273.0,288285.5
274.0,148842.84
275.0,125406.0
276.0,183798.05
277.0,209298.98
278.0,126001.24
279.0,394842.2
280.0,203720.9
281.0,223611.0
282.0,184837.47
283.0,214942.88
284.0,244399.53
285.0,180735.0
286.0,161342.76
287.0,165053.32
288.0,94797.5
289.0,121520.0
290.0,146925.18
291.0,239784.54
292.0,136957.74
293.0,133605.17
294.0,236218.0
295.0,165497.0
296.0,143927.0
297.0,149181.87
298.0,232430.25
299.0,172419.0
300.0,154298.75
301.0,153708.0
302.0,270220.69
303.0,221550.05
304.0,144466.5
305.0,295230.84
306.0,322196.0
307.0,230817.79
308.0,103444.08
309.0,94140.02
310.0,359992.73
311.0,171521.0
312.0,130474.5
313.0,120711.01
314.0,333407.52
315.0,170262.37
316.0,186409.4
317.0,249972.0
318.0,264700.99
319.0,280422.49
320.0,200463.99
321.0,359398.42
322.0,342390.77
323.0,287866.92
324.0,129889.0
325.0,247138.44
326.0,95844.36
327.0,308775.65
328.0,147141.5
329.0,199789.0
330.0,83928.5
331.0,126503.35
332.0,139085.25
333.0,281818.94
334.0,199055.97
335.0,189111.0
336.0,217603.5
337.0,362213.51
338.0,216488.78
339.0,200540.71
340.0,151932.0
341.0,208961.6
342.0,85947.0
343.0,89655.5
344.0,276932.27
345.0,89946.33
346.0,136442.5
347.0,146941.0
348.0,163526.5
349.0,164907.23
350.0,433703.6
351.0,315938.27
352.0,194478.71
353.0,96465.0
354.0,104075.43
355.0,141211.0
356.0,171676.0
357.0,168630.9
358.0,139076.74
359.0,125223.77
360.0,269922.67
361.0,149080.3
362.0,141282.7
363.0,203264.9
364.0,111844.0
365.0,189540.0
366.0,139376.97
367.0,163056.75
368.0,160357.5
369.0,133272.75
370.0,157687.83
371.0,173978.0
372.0,138635.8
373.0,125650.0
374.0,126039.75
375.0,216052.86
376.0,68786.5
377.0,139557.18
378.0,321053.69
379.0,390717.92
380.0,181011.0
381.0,133695.68
382.0,191519.71
383.0,213275.79
384.0,82979.93
385.0,230760.0
386.0,193421.4
387.0,84520.0
388.0,130468.67
389.0,194957.5
390.0,421908.39
391.0,119385.16
392.0,212515.0
393.0,104861.86
394.0,92106.5
395.0,108460.45
396.0,134180.0
397.0,126568.7
398.0,164964.42
399.0,79770.01
400.0,222988.4
401.0,234200.22
402.0,168822.8
403.0,104464.58
404.0,260201.0
405.0,172214.9
406.0,162113.0
407.0,125842.0
408.0,165997.75
409.0,272706.3
410.0,319566.95
411.0,83372.0
412.0,143871.0
413.0,227894.42
414.0,114422.64
415.0,232928.6
416.0,183519.08
417.0,152647.82
418.0,222066.5
419.0,120376.0
420.0,139963.0
421.0,205439.71
422.0,211484.5
423.0,116384.86
424.0,321243.47
425.0,139946.25
426.0,138315.43
427.0,257601.0
428.0,109853.62
429.0,194640.04
430.0,177105.0
431.0,91005.5
432.0,91097.5
433.0,125328.0
434.0,178407.0
435.0,83405.0
436.0,206653.26
437.0,111923.47
438.0,113975.92
439.0,98369.5
440.0,115797.5
441.0,498297.83
442.0,122492.39
443.0,155319.5
444.0,184678.52
445.0,212996.58
446.0,141038.75
447.0,193728.5
448.0,201745.97
449.0,121326.83
450.0,113222.53
451.0,110854.5
452.0,263073.94
453.0,201359.0
454.0,219240.12
455.0,173959.82
456.0,168228.4
457.0,103131.68
458.0,231529.0
459.0,171395.0
460.0,109509.33
461.0,250428.76
462.0,152062.04
463.0,83245.3
464.0,172200.04
465.0,124184.59
466.0,177737.97
467.0,163487.0
468.0,150390.08
469.0,251654.9
470.0,189664.0
471.0,220441.9
472.0,193827.0
473.0,144716.33
474.0,410262.62
475.0,258857.62
476.0,132989.6
477.0,205917.5
478.0,393226.25
479.0,306682.1
480.0,99362.99
481.0,333031.89
482.0,363346.76
483.0,164876.1
484.0,165305.0
485.0,131949.5
486.0,142984.0
487.0,150656.0
488.0,175659.0
489.0,158087.09
490.0,87510.11
491.0,115553.04
492.0,141440.0
493.0,172873.32
494.0,153022.5
495.0,95772.33
496.0,58713.51
497.0,386421.0
498.0,179174.9
499.0,128281.58
500.0,118953.73
501.0,112519.5
502.0,221224.75
503.0,144151.59
504.0,285828.36
505.0,145504.33
506.0,127221.3
507.0,213308.35
508.0,198397.83
509.0,156853.75
510.0,130410.0
511.0,156622.0
512.0,199816.3
513.0,128999.58
514.0,139306.0
515.0,96368.8
516.0,398387.5
517.0,168839.0
518.0,273514.28
519.0,204406.0
520.0,231709.29
521.0,100053.75
522.0,150667.0
523.0,154513.5
524.0,291293.67
525.0,295927.6
526.0,180544.85
527.0,130917.83
528.0,429270.07
529.0,87699.5
530.0,200601.86
531.0,181617.0
532.0,125955.72
533.0,105660.93
534.0,51163.44
535.0,186511.7
536.0,114414.02
537.0,190881.0
538.0,114267.76
539.0,154528.5
540.0,270037.4
541.0,328527.2
542.0,257812.48
543.0,220619.26
544.0,144963.69
545.0,181653.33
546.0,248902.48
547.0,185910.5
548.0,129236.5
549.0,123902.79
550.0,249879.03
551.0,137745.0
552.0,113925.37
553.0,259643.01
554.0,107004.0
555.0,270266.19
556.0,113852.14
557.0,140209.0
558.0,111236.43
559.0,179123.76
560.0,214675.73
561.0,138820.0
562.0,169364.0
563.0,106992.08
564.0,185035.1
565.0,255281.8
566.0,129102.61
567.0,335666.76
568.0,212162.9
569.0,315611.86
570.0,137935.8
571.0,142971.74
572.0,121172.0
573.0,219228.37
574.0,169457.9
575.0,127859.32
576.0,116630.83
577.0,150941.84
578.0,164502.77
579.0,153019.17
580.0,130323.0
581.0,184332.75
582.0,296462.4
583.0,122120.33
584.0,327284.56
585.0,129838.21
586.0,374589.89
587.0,125821.83
588.0,135845.6
589.0,161694.5
590.0,93504.84
591.0,186053.0
592.0,439351.15
593.0,136483.6
594.0,139711.0
595.0,111454.42
596.0,317506.26
597.0,116225.93
598.0,191273.35
599.0,204841.0
600.0,156175.0
601.0,264539.53
602.0,135847.04
603.0,223300.7
604.0,151272.88
605.0,221608.0
606.0,201135.8
607.0,151069.0
608.0,196516.87
609.0,343718.77
610.0,124283.5
611.0,326832.83
612.0,151001.0
613.0,256186.5
614.0,135274.75
615.0,79185.0
616.0,139201.0
617.0,182365.0
618.0,107663.08
619.0,313734.81
620.0,306444.72
621.0,71279.26
622.0,236505.29
623.0,135539.0
624.0,171095.0
625.0,163291.5
626.0,153835.87
627.0,138888.01
628.0,153024.0
629.0,151884.0
630.0,164878.5
631.0,128439.38
632.0,219289.2
633.0,120964.36
634.0,138706.25
635.0,144729.1
636.0,195388.5
637.0,63220.11
638.0,102341.67
639.0,90335.0
640.0,263195.42
641.0,271332.66
642.0,229899.43
643.0,346116.28
644.0,155153.77
645.0,362068.74
646.0,136638.63
647.0,101216.57
648.0,151604.5
649.0,156580.0
650.0,83661.0
651.0,202103.2
652.0,117966.75
653.0,190588.5
654.0,133932.38
655.0,348256.89
656.0,90519.93
657.0,144256.5
658.0,154181.4
659.0,115040.0
660.0,167231.08
661.0,201556.0
662.0,377510.49
663.0,126132.0
664.0,143843.26
665.0,403638.0
666.0,236689.61
667.0,151693.4
668.0,195682.5
669.0,165064.0
670.0,116590.0
671.0,173505.17
672.0,111067.58
673.0,163890.0
674.0,236344.0
675.0,144120.0
676.0,151007.9
677.0,100931.7
678.0,107000.0
679.0,357657.41
680.0,129259.58
681.0,135561.83
682.0,149926.47
683.0,169884.77
684.0,298316.53
685.0,220298.3
686.0,223079.7
687.0,223779.98
688.0,150894.27
689.0,318655.46
690.0,189801.32
691.0,142944.0
692.0,667813.16
693.0,317217.3
694.0,110548.11
695.0,141626.46
696.0,170561.0
697.0,92261.5
698.0,122086.58
699.0,136818.83
700.0,194101.84
701.0,315361.6
702.0,146069.7
703.0,345916.39
704.0,140483.13
705.0,212187.81
706.0,64402.93
707.0,295024.02
708.0,243675.91
709.0,179372.79
710.0,109571.99
711.0,60709.5
712.0,101863.07
713.0,189024.96
714.0,126882.21
715.0,145912.25
716.0,162920.0
717.0,183649.0
718.0,155833.9
719.0,319776.82
720.0,129170.5
721.0,275405.64
722.0,143025.0
723.0,120772.74
724.0,134135.93
725.0,330721.18
726.0,118709.33
727.0,218042.24
728.0,193709.51
729.0,118481.67
730.0,104990.94
731.0,253254.37
732.0,184997.1
733.0,227127.69
734.0,131637.0
735.0,109654.46
736.0,167097.9
737.0,93391.0
738.0,239885.7
739.0,169875.14
740.0,196505.0
741.0,134012.9
742.0,136632.5
743.0,184050.34
744.0,168935.22
745.0,192762.35
746.0,307742.31
747.0,235413.0
748.0,261118.8
749.0,247033.28
750.0,102273.61
751.0,92405.0
752.0,168037.06
753.0,209661.5
754.0,276397.05
755.0,149199.0
756.0,171310.51
757.0,220561.16
758.0,157774.16
759.0,176261.0
760.0,304929.02
761.0,124421.5
762.0,109717.96
763.0,213175.18
764.0,332799.02
765.0,257328.0
766.0,279345.13
767.0,195958.0
768.0,164170.0
769.0,221638.21
770.0,478723.53
771.0,135117.4
772.0,110910.4
773.0,117900.5
774.0,117467.0
775.0,360369.2
776.0,163744.0
777.0,226650.28
778.0,140885.6
779.0,144402.71
780.0,137509.45
781.0,176373.37
782.0,176938.0
783.0,189673.06
784.0,160052.37
785.0,133900.83
786.0,160411.5
787.0,138559.75
788.0,233776.36
789.0,109423.08
790.0,197471.5
791.0,165050.32
792.0,146397.5
793.0,254205.09
794.0,229328.64
795.0,192894.25
796.0,167880.16
797.0,141953.82
798.0,111822.0
799.0,488490.04
800.0,167647.58
801.0,198607.5
802.0,112370.01
803.0,184744.34
804.0,515258.48
805.0,120922.5
806.0,223489.8
807.0,132333.0
808.0,200892.0
809.0,156553.37
810.0,108494.53
